accepted_name,occurrence_no,class,collection_no,cc,max_ma,min_ma,lat,lng,paleolat,paleolng,group,stage,MAT_degC,GSP_cm,MAP_cm,s_temp,s_precip
Postosuchus kirkpatricki,557168,Reptilia,57683,US,228,208.5,34.891666,-109.79361,10.38,-37.62,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Vancleavea campi,557171,Reptilia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Vancleavea campi,557171,Reptilia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Typothorax coccinarum,557172,Reptilia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Typothorax coccinarum,557172,Reptilia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Revueltosaurus callenderi,557175,Reptilia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Revueltosaurus callenderi,557175,Reptilia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Chindesaurus bryansmalli,557176,Saurischia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Dinosauromorpha,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Chindesaurus bryansmalli,557176,Saurischia,57685,US,228,208.5,35.110901,-109.834099,10.6,-37.61,Dinosauromorpha,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Pachystropheus rhaeticus,558387,Reptilia,57958,UK,208.5,201.3,51.60265,-2.629478,34.31,8.84,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Thecodontosaurus antiquus,558437,Saurischia,57975,UK,208.5,201.3,51.598282,-2.489664,34.34,8.94,Sauropodomorpha,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Thecodontosaurus antiquus,558437,Saurischia,57975,UK,208.5,201.3,51.598282,-2.489664,34.34,8.94,Sauropodomorpha,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Effigia okeeffeae,560165,Reptilia,48422,US,208.5,201.3,36.331699,-106.473099,10.83,-35.96,Tetrapoda,Rhaetian,33.436279999999996,34.00922,0.9447011,8.498930000000001,6.0178133
Effigia okeeffeae,560165,Reptilia,48422,US,208.5,201.3,36.331699,-106.473099,10.83,-35.96,Tetrapoda,Rhaetian,33.436279999999996,34.00922,0.9447011,8.498930000000001,6.0178133
Riojasaurus incertus,561802,Saurischia,58569,AR,228,208.5,-30,-68.112999,-39.83,-22.78,Sauropodomorpha,Norian,21.26407,6.975389,0.3352539,37.450503,1.1838146
Riojasaurus incertus,561802,Saurischia,58569,AR,228,208.5,-30,-68.112999,-39.83,-22.78,Sauropodomorpha,Norian,21.26407,6.975389,0.3352539,37.450503,1.1838146
Azendohsaurus laaroussii,562008,Reptilia,58618,MA,237,228,31.026199,-9.0076,16.96,3.13,Tetrapoda,Carnian,35.27338,64.69513,1.797081,6.045620000000003,11.13415346
Parasuchus magnoculus,562009,Reptilia,58618,MA,237,228,31.026199,-9.0076,16.96,3.13,Tetrapoda,Carnian,35.27338,64.69513,1.797081,6.045620000000003,11.13415346
Arganasuchus dutuiti,562010,Reptilia,58619,MA,237,228,31.066668,-8.933333,16.96,3.21,Tetrapoda,Carnian,35.27338,64.69513,1.797081,6.045620000000003,11.13415346
Moghreberia nmachouensis,562011,Osteichthyes,58618,MA,237,228,31.026199,-9.0076,16.96,3.13,Tetrapoda,Carnian,35.27338,64.69513,1.797081,6.045620000000003,11.13415346
Moghreberia nmachouensis,562012,Osteichthyes,58618,MA,237,228,31.026199,-9.0076,16.96,3.13,Tetrapoda,Carnian,35.27338,64.69513,1.797081,6.045620000000003,11.13415346
Moghreberia nmachouensis,562013,Osteichthyes,58618,MA,237,228,31.026199,-9.0076,16.96,3.13,Tetrapoda,Carnian,35.27338,64.69513,1.797081,6.045620000000003,11.13415346
Technosaurus smalli,562834,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Dinosauromorpha,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Technosaurus smalli,562834,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Dinosauromorpha,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Protoavis texensis,562836,Saurischia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Dinosauromorpha,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Protoavis texensis,562836,Saurischia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Dinosauromorpha,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Typothorax coccinarum,562843,Reptilia,57684,US,228,208.5,34.830555,-109.82222,10.33,-37.66,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Calyptosuchus wellesi,562846,Reptilia,57683,US,228,208.5,34.891666,-109.79361,10.38,-37.62,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Koskinonodon perfectus,562849,Osteichthyes,57683,US,228,208.5,34.891666,-109.79361,10.38,-37.62,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Heterodontosaurus tucki,566780,Ornithischia,59339,ZA,199.3,190.8,-30.533333,27.533333,-44.12,14.68,Dinosauromorpha,Sinemurian,17.9859,15.52015,0.7684606,42.8675855,1.4539000000000002
Heterodontosaurus tucki,566780,Ornithischia,59339,ZA,199.3,190.8,-30.533333,27.533333,-44.12,14.68,Dinosauromorpha,Sinemurian,17.9859,15.52015,0.7684606,42.8675855,1.4539000000000002
Heterodontosaurus tucki,566780,Ornithischia,59339,ZA,199.3,190.8,-30.533333,27.533333,-44.12,14.68,Dinosauromorpha,Sinemurian,17.9859,15.52015,0.7684606,42.8675855,1.4539000000000002
Bienotherium yunnanense,566798,Osteichthyes,49501,CN,201.3,199.3,25.168743,102.084496,37.8,120.17,Tetrapoda,Hettangian,12.59045,50.94923,2.152691,62.44298,6.0857849999999996
Bienotherium yunnanense,566798,Osteichthyes,49501,CN,201.3,199.3,25.168743,102.084496,37.8,120.17,Tetrapoda,Hettangian,12.59045,50.94923,2.152691,62.44298,6.0857849999999996
Lufengosaurus huenei,566799,Saurischia,49776,CN,199.3,190.8,25.141666,101.958885,37.33,122.06,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566799,Saurischia,49776,CN,199.3,190.8,25.141666,101.958885,37.33,122.06,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566799,Saurischia,49776,CN,199.3,190.8,25.141666,101.958885,37.33,122.06,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566800,Saurischia,59352,CN,199.3,190.8,25.164042,102.096237,37.37,122.21,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566800,Saurischia,59352,CN,199.3,190.8,25.164042,102.096237,37.37,122.21,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566800,Saurischia,59352,CN,199.3,190.8,25.164042,102.096237,37.37,122.21,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566801,Saurischia,59348,CN,199.3,190.8,25.183153,102.120239,37.39,122.23,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566801,Saurischia,59348,CN,199.3,190.8,25.183153,102.120239,37.39,122.23,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,566801,Saurischia,59348,CN,199.3,190.8,25.183153,102.120239,37.39,122.23,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Revueltosaurus,566949,Reptilia,59371,US,228,208.5,40.021667,-76.728333,13.42,-10.62,Tetrapoda,Norian,39.16452,34.46359,0.9573208,7.8157,5.91223263
Protecovasaurus lucasi,572534,Reptilia,22704,US,228,208.5,32.172222,-101.247223,6.48,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Koskinonodon perfectus,572543,Osteichthyes,48547,US,228,208.5,34.943333,-109.765282,10.43,-37.59,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Apachesaurus gregorii,572544,Osteichthyes,48547,US,228,208.5,34.943333,-109.765282,10.43,-37.59,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Trilophosaurus buettneri,572546,Reptilia,48547,US,228,208.5,34.943333,-109.765282,10.43,-37.59,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Crosbysaurus harrisae,572552,Reptilia,48547,US,228,208.5,34.943333,-109.765282,10.43,-37.59,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Poposaurus gracilis,572567,Reptilia,22705,US,228,208.5,34.513889,-109.358612,9.94,-37.34,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Trilophosaurus jacobsi,572586,Reptilia,55248,US,228,208.5,35.424168,-108.487221,10.69,-36.45,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Crosbysaurus harrisae,572593,Reptilia,55248,US,228,208.5,35.424168,-108.487221,10.69,-36.45,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Crosbysaurus harrisae,572595,Reptilia,55248,US,228,208.5,35.424168,-108.487221,10.69,-36.45,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Colognathus obscurus,572610,Osteichthyes,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Planocephalosaurus lucasi,572615,Reptilia,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Fraserosphenodon latidens,572616,Reptilia,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Trilophosaurus jacobsi,572619,Reptilia,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Protecovasaurus lucasi,572632,Reptilia,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Crosbysaurus harrisae,572633,Reptilia,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Revueltosaurus,572634,Reptilia,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Paleollanosaurus fraseri,572650,Reptilia,48424,US,228,208.5,33.449165,-101.168892,7.74,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Protecovasaurus lucasi,572673,Reptilia,48424,US,228,208.5,33.449165,-101.168892,7.74,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Protecovasaurus lucasi,572674,Reptilia,48424,US,228,208.5,33.449165,-101.168892,7.74,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Crosbysaurus harrisae,572675,Reptilia,48424,US,228,208.5,33.449165,-101.168892,7.74,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Crosbysaurus harrisae,572676,Reptilia,48424,US,228,208.5,33.449165,-101.168892,7.74,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Revueltosaurus,572677,Reptilia,48424,US,228,208.5,33.449165,-101.168892,7.74,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Thomasia,575713,Mammalia,60541,FR,208.5,201.3,46.910557,5.899167,32.59,17.31,Tetrapoda,Rhaetian,27.56064,60.04259,1.721476,39.507964,5.2218100000000005
Revueltosaurus callenderi,589407,Reptilia,57687,US,228,208.5,35.125,-109.807503,10.61,-37.58,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Sinosaurus triassicus,621557,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Dinosauromorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Sinosaurus triassicus,621557,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Dinosauromorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Sinosaurus triassicus,621557,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Dinosauromorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Sinosaurus triassicus,621557,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Dinosauromorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Sinosaurus triassicus,621557,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Dinosauromorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Sinosaurus triassicus,621557,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Dinosauromorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621558,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621558,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621558,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621558,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621558,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621558,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621559,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621559,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621559,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621559,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621559,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621559,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621560,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621560,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621560,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621560,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621560,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Lufengosaurus huenei,621560,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Yunnanosaurus huangi,621561,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Yunnanosaurus huangi,621561,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Yunnanosaurus huangi,621561,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Yunnanosaurus huangi,621561,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Yunnanosaurus robustus,621562,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Yunnanosaurus robustus,621562,Saurischia,66926,CN,199.3,190.8,25.178595,102.076118,37.38,122.18,Sauropodomorpha,Sinemurian,10.85016,32.52989,1.638823,54.921910000000004,1.543628
Asfaltomylos patagonicus,625324,Mammalia,67434,AR,180.1,168.4,-43.409168,-69.230553,-43.62,-17.42,Tetrapoda,Toarcian,15.38562,14.09909,1.048869,38.0774561,4.0168005
Asfaltomylos patagonicus,625324,Mammalia,67434,AR,180.1,168.4,-43.409168,-69.230553,-43.62,-17.42,Tetrapoda,Toarcian,15.38562,14.09909,1.048869,38.0774561,4.0168005
Shuvosaurus inexpectatus,627521,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Shuvosaurus inexpectatus,627521,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Shuvosaurus inexpectatus,627729,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Shuvosaurus inexpectatus,627729,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Tricuspes sigogneauae,630031,Osteichthyes,67895,LU,208.5,201.3,49.567909,6.218458,35.04,16.05,Tetrapoda,Rhaetian,27.62421,39.06226,1.130606,42.384185,3.893985
Tricuspes tapeinodon,630032,Osteichthyes,67895,LU,208.5,201.3,49.567909,6.218458,35.04,16.05,Tetrapoda,Rhaetian,27.62421,39.06226,1.130606,42.384185,3.893985
Thomasia antiqua,630034,Mammalia,67895,LU,208.5,201.3,49.567909,6.218458,35.04,16.05,Tetrapoda,Rhaetian,27.62421,39.06226,1.130606,42.384185,3.893985
Graoullyodon hacheti,630480,Reptilia,36106,FR,208.5,201.3,48.615555,6.332844,34.23,16.68,Tetrapoda,Rhaetian,27.56064,60.04259,1.721476,39.507964,5.2218100000000005
Efraasia minor,632299,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632299,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632299,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632299,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632300,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632300,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632300,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632300,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632301,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632301,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632301,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,632301,Saurischia,47800,DE,215.56,212,49.0644,8.9764,31.29,19.97,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632302,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632302,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632302,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632302,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632303,Saurischia,68038,DE,228,208.5,48.102707,8.682539,29.34,21.24,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus gracilis,632303,Saurischia,68038,DE,228,208.5,48.102707,8.682539,29.34,21.24,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus gracilis,632303,Saurischia,68038,DE,228,208.5,48.102707,8.682539,29.34,21.24,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus gracilis,632303,Saurischia,68038,DE,228,208.5,48.102707,8.682539,29.34,21.24,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus gracilis,632304,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632304,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632304,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus gracilis,632304,Saurischia,47785,DE,228,208.5,48.760555,9.142778,30.06,21.26,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Dorygnathus banthensis,635029,Reptilia,68316,FR,183,182,48.683334,6.2,38.75,24.32,Tetrapoda,Toarcian,24.96091,68.47678,2.138006,36.938993,7.0109900000000005
Austriadactylus cristatus,635142,Reptilia,68334,AT,212,205.6,47.333332,11.183333,25.47,29.44,Tetrapoda,Norian,26.82425,69.26476,1.924019,33.55682,3.7723650000000006
Lamplughsaura dharmaramensis,637751,Saurischia,68621,IN,199.3,190.8,19.25,79.533333,-25.77,47.18,Sauropodomorpha,Sinemurian,29.13507,153.1359,4.253777,12.34161,17.564057000000002
Habayia halbardieri,639660,Osteichthyes,68882,BE,208.5,201.3,49.708332,5.616667,34.98,15.55,Tetrapoda,Rhaetian,29.05673,42.9238,1.192327,40.846320000000006,3.925867
Doswellia kaltenbachi,640054,Reptilia,68950,US,237,228,37.825981,-77.433426,12.99,-8.66,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Doswellia kaltenbachi,640068,Reptilia,68954,US,237,228,37.825981,-77.433426,12.99,-8.66,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Doswellia kaltenbachi,640075,Reptilia,68957,US,237,228,37.825981,-77.433426,12.99,-8.66,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Doswellia kaltenbachi,640077,Reptilia,68958,US,237,228,37.825981,-77.433426,12.99,-8.66,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Doswellia kaltenbachi,640084,Reptilia,68962,US,237,228,37.785892,-77.473709,12.95,-8.69,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Sarcosaurus woodi,662962,Saurischia,71400,UK,196.5,189.6,52.216702,-1.75,39.56,10.87,Dinosauromorpha,Sinemurian,21.18372,69.11794,2.472701,36.896939,5.447898
Sarcosaurus woodi,662962,Saurischia,71400,UK,196.5,189.6,52.216702,-1.75,39.56,10.87,Dinosauromorpha,Sinemurian,21.18372,69.11794,2.472701,36.896939,5.447898
Sarcosaurus woodi,662962,Saurischia,71400,UK,196.5,189.6,52.216702,-1.75,39.56,10.87,Dinosauromorpha,Sinemurian,21.18372,69.11794,2.472701,36.896939,5.447898
Sarcosaurus woodi,662962,Saurischia,71400,UK,196.5,189.6,52.216702,-1.75,39.56,10.87,Dinosauromorpha,Sinemurian,21.18372,69.11794,2.472701,36.896939,5.447898
Sarcosaurus woodi,662963,Saurischia,71401,UK,196.5,189.6,52.75,-1.1484,40.2,11.01,Dinosauromorpha,Sinemurian,21.18372,69.11794,2.472701,36.896939,5.447898
